,gene,alpha,beta,rss,rmse,alpha_err,beta_err,model
0,0610007P14Rik,1.0,0.08446651029293265,0.5182303174782273,0.21705263657342477,,0.02078879125540051,expo
1,0610009B22Rik,1.0,0.08883593795929359,0.06726575768550311,0.07819890587789756,,0.007890494123935029,expo
2,0610010B08Rik,1.0,0.02610119426859873,2.435832300799289,0.36786412805691127,,0.00879407820494255,expo
3,0610010B08Rik _2,1.0,0.044710186743278174,1.3825447842587373,0.29395416142006064,,0.013035797064800295,expo
4,0610012G03Rik,1.0,0.03763524852433162,0.6678418958168734,0.19820397927638223,,0.007124561052581888,expo
5,0610012G03Rik_2,1.0,0.04260464605256328,1.5098981915495582,0.29802271839473204,,0.012298859850171364,expo
6,0610031J06Rik,1.0,0.2716047786367855,0.06123508895006489,0.10102399793288795,,0.04460536507399351,expo
7,0610037L13Rik_1,1.0,0.011507361098294658,4.675762018236167,0.5096710277901579,,0.00653463911937022,expo
8,0610037L13Rik_3,1.0,0.03485972284485245,0.7606590259626274,0.2517702368500937,,0.010811624036711834,expo
9,1110004E09Rik,1.0,0.1541513526025,0.5175120178965004,0.25434032758700015,,0.05231995384759324,expo
10,1110004E09Rik_1,1.0,0.038065656193525185,0.9934225851074175,0.24173668040530694,,0.008798454954320113,expo
11,1110004E09Rik_2,1.0,0.12620148836263692,0.9012638443759144,0.3164497229464412,,0.049953626768294165,expo
12,1110004E09Rik_3,1.0,0.02050423992157519,0.7053652756851957,0.19795696441471478,,0.0037880435569852145,expo
13,1110004F10Rik,1.0,0.11500209552601086,0.2000458009504972,0.1581319863873598,,0.024329872976537915,expo
14,1110007C09Rik,1.0,0.27348967090901555,0.17033536567111102,0.18457267710639677,,0.0900201844227355,expo
15,1110008F13Rik,1.0,0.09999523805782869,0.1988229644004131,0.10814558934206216,,0.011965727760040807,expo
16,1110037F02Rik_1,1.0,0.2617049205385129,0.1628993844426157,0.12169237835348892,,0.04640233387983453,expo
17,1110051M20Rik,1.0,0.5145236786404644,0.22546736277735716,0.23741701854403632,,0.24245614371450133,expo
18,1110057K04Rik,1.0,0.020655841568246288,2.3173877211058804,0.35880881020908617,,0.006909477656839009,expo
19,1110059E24Rik,1.0,0.022670824850055962,1.3067674168235113,0.2694405125877109,,0.00563386541817015,expo
20,1110059G10Rik,1.0,0.11107907657417682,0.6356783033422744,0.26576478809952614,,0.03680405137849287,expo
21,1190002N15Rik,1.0,0.020446270015579613,0.9342512412112206,0.22782196279980713,,0.004349016790523341,expo
22,1190002N15Rik_1,1.0,0.12337490219060294,0.39431499528587655,0.22201210419870032,,0.03643988789354309,expo
23,1190005I06Rik,1.0,0.12025299404135428,0.30737038636792935,0.17531981815183625,,0.02533213177355288,expo
24,1200003I10Rik,1.0,0.03814682593270188,0.17791015949923994,0.12176143324114028,,0.005554346228323923,expo
25,1200014J11Rik,1.0,0.04057049037830243,0.8424157415751202,0.21633509778108387,,0.008345974471066922,expo
26,1200015M12Rik,1.0,0.035098279577990284,0.2659052698460469,0.1488582294909172,,0.006420709347974604,expo
27,1600012H06Rik,1.0,0.02696327467382202,2.62338868439331,0.4675636039080057,,0.017271784468181853,expo
28,1600012H06Rik_1,1.0,0.6787136048147525,0.12119601810564028,0.174066092408631,,0.23701429665096588,expo
29,1600014C10Rik,1.0,0.11686107841836336,1.3627934994373523,0.4412309889773241,,0.07712464855952957,expo
30,1700019G17Rik_2,1.0,0.02985112462405512,0.6700413787557125,0.22702784965653483,,0.008064561042509463,expo
